points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,,,,,蕭順議,80,,1,,,,,,,,,,DNP,,,,,,,,,
5,-8,1503,〇,3,5,0,5,11,37.5%,2,0,1,1,,林明毅,156,,3,,1,1,2,6,51.2%,0,1,13.4%,25:03,1,0-1,0%,3,1-3,33.3%,2,2-2,100%
8,9,1254,,1,4,0,5,17,40%,4,2,2,4,,高國豪,84,,4,,4,0,2,7,52.4%,2,1,18.4%,20:54,3,2-3,66.7%,2,0-2,0%,6,4-6,66.7%
7,9,1139,,1,2,0,0,4,35.7%,2,0,1,1,,宋宇軒,75,,5,,0,1,1,1,44.4%,1,4,21%,18:59,5,1-5,20%,2,1-2,50%,2,2-2,100%
9,9,1233,〇,2,1,0,4,9,50%,1,1,1,6,,陳堅恩,73,,6,,2,2,4,5,50.7%,1,1,23.2%,20:33,2,1-2,50%,6,2-6,33.3%,2,1-2,50%
11,1,848,,2,1,0,2,8,57.1%,3,1,1,1,,李家瑞,79,,12,,0,2,3,3,62.8%,1,1,32.8%,14:08,2,1-2,50%,5,2-5,40%,4,3-4,75%
5,9,583,,0,0,0,2,6,66.7%,1,2,1,2,,田浩,82,,14,,1,0,0,3,57.9%,2,1,20.5%,09:43,3,2-3,66.7%,0,0-0,0%,3,1-3,33.3%
18,7,2397,〇,1,0,1,5,16,50%,4,1,1,3,,成力煥,72,,21,,1,2,2,6,55.6%,4,6,18.8%,39:57,10,4-10,40%,4,2-4,50%,5,4-5,80%
23,-3,2102,〇,0,4,0,10,23,50%,4,4,0,1,,大勝,157,,22,,0,1,2,10,51.1%,8,8,27.4%,35:02,16,8-16,50%,3,1-3,33.3%,8,4-8,50%
13,14,2761,〇,2,2,2,12,22,28.6%,5,3,7,4,,塔壁,153,,34,,1,0,1,19,37.1%,4,9,18.1%,46:01,13,4-13,30.8%,1,0-1,0%,8,5-8,62.5%
,,,,,,,,,,,,,,,容毅燊,78,,52,,,,,,,,,,DNP,,,,,,,,,
0,13,580,,1,1,1,1,1,0%,0,0,0,1,,吳岱豪,71,,54,,0,0,0,1,0%,0,1,9.5%,09:40,1,0-1,0%,0,0-0,0%,0,0-0,0%
