points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
3,0,641,,0,2,0,1,8,50%,0,0,1,0,,賴廷恩,40,,0,,3,1,0,2,50%,0,2,12.9%,10:41,2,0-2,0%,1,1-1,100%,0,0-0,0%
27,21,1829,,3,6,0,2,31,103.8%,0,0,1,2,,林書緯,41,,1,,1,7,0,3,103.8%,3,3,23%,30:29,6,3-6,50%,7,7-7,100%,0,0-0,0%
8,-2,1527,〇,1,2,0,2,5,36.4%,0,0,0,1,,簡偉儒,42,,2,,2,2,5,2,36.4%,1,3,20.7%,25:27,4,1-4,25%,7,2-7,28.6%,0,0-0,0%
10,4,1179,〇,2,0,0,1,6,45.5%,0,0,0,1,,張宗憲,43,,3,,3,0,2,1,45.5%,5,4,29.5%,19:39,9,5-9,55.6%,2,0-2,0%,0,0-0,0%
0,8,592,,0,2,0,0,1,0%,0,0,0,0,,周桂羽,46,,8,,0,0,1,0,0%,0,0,4.8%,09:52,0,0-0,0%,1,0-1,0%,0,0-0,0%
6,4,832,,1,0,0,0,3,40%,2,0,1,1,,郭少傑,47,,9,,0,0,3,1,51%,2,0,22.8%,13:52,2,2-2,100%,3,0-3,0%,2,2-2,100%
14,4,2040,〇,3,7,1,10,28,75%,2,0,1,4,,林志傑,48,,12,,2,4,3,11,78.8%,0,1,15.1%,34:00,1,0-1,0%,7,4-7,57.1%,2,2-2,100%
5,-6,381,,0,0,0,0,4,50%,3,1,1,1,,林孟學,49,,13,,0,0,0,1,66.5%,1,1,27%,06:21,2,1-2,50%,0,0-0,0%,4,3-4,75%
5,6,992,,0,0,3,4,8,40%,1,3,2,1,,曾祥鈞,52,,21,,0,0,1,6,37%,2,2,18.2%,16:32,4,2-4,50%,1,0-1,0%,4,1-4,25%
10,14,1998,〇,2,3,0,9,14,41.7%,0,1,2,1,,塞瑟夫,54,,32,,0,0,1,11,40.2%,5,6,18.8%,33:18,11,5-11,45.5%,1,0-1,0%,1,0-1,0%
20,11,2057,〇,2,1,1,11,26,41.7%,10,3,5,3,,賈西亞,55,,36,,0,0,0,16,56.4%,5,7,25%,34:17,12,5-12,41.7%,0,0-0,0%,13,10-13,76.9%
2,1,332,,0,0,0,0,0,33.3%,0,0,0,0,,曾文鼎,56,,76,,0,0,1,0,33.3%,1,1,25.8%,05:32,2,1-2,50%,1,0-1,0%,0,0-0,0%
