points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
5,9,780,,2,1,0,0,1,0%,5,2,1,4,,蕭順議,80,,1,,0,0,1,1,49.2%,0,1,22.1%,13:00,1,0-1,0%,1,0-1,0%,7,5-7,71.4%
3,-8,1250,,1,3,0,0,2,30%,0,0,0,3,,鄭瑋,77,,2,,1,1,3,0,30%,0,1,12.2%,20:50,1,0-1,0%,4,1-4,25%,0,0-0,0%
0,-3,143,,1,0,0,1,-2,0%,0,0,0,0,,林明毅,156,,3,,0,0,0,1,0%,0,2,60.9%,02:23,2,0-2,0%,0,0-0,0%,0,0-0,0%
14,2,2145,〇,2,5,1,3,9,36.1%,1,1,1,2,,高國豪,84,,4,,0,1,4,4,37.1%,5,8,24.2%,35:45,13,5-13,38.5%,5,1-5,20%,2,1-2,50%
15,-3,1390,,1,2,0,5,16,68.2%,0,0,0,4,,陳堅恩,73,,6,,1,5,4,5,68.2%,0,2,21.2%,23:10,2,0-2,0%,9,5-9,55.6%,0,0-0,0%
,,,,,,,,,,,,,,,林力仁,76,,7,,,,,,,,,,DNP,,,,,,,,,
7,-11,1373,〇,3,1,0,5,5,35%,0,0,0,1,,李家瑞,79,,12,,2,1,4,5,35%,2,3,24%,22:53,5,2-5,40%,5,1-5,20%,0,0-0,0%
9,-17,2166,〇,1,4,0,5,9,32.1%,0,0,1,1,,成力煥,72,,21,,2,3,6,6,32.1%,0,5,16.9%,36:06,5,0-5,0%,9,3-9,33.3%,0,0-0,0%
21,-2,2143,〇,3,2,1,7,27,59.4%,2,1,6,3,,大勝,157,,22,,1,1,1,13,60.6%,8,6,23.6%,35:43,14,8-14,57.1%,2,1-2,50%,3,2-3,66.7%
19,-9,2476,〇,2,3,1,13,33,66.7%,3,6,7,2,,塔壁,153,,34,,2,0,0,20,59.5%,8,4,17.8%,41:16,12,8-12,66.7%,0,0-0,0%,9,3-9,33.3%
2,3,37,,0,0,0,1,3,100%,0,0,0,0,,容毅燊,78,,52,,0,0,0,1,100%,1,0,0%,00:37,1,1-1,100%,0,0-0,0%,0,0-0,0%
2,-6,497,,1,0,1,0,3,100%,0,0,0,3,,吳岱豪,71,,54,,1,0,0,0,100%,1,0,10.1%,08:17,1,1-1,100%,0,0-0,0%,0,0-0,0%
