points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
,,,,,,,,,,,,,,,陳振傑,148,,0,,,,,,,,,,DNP,,,,,,,,,
6,2,1933,,2,6,0,6,11,31.3%,1,2,2,1,,楊敬敏,87,,6,,1,1,1,8,32.2%,1,5,14.8%,32:13,6,1-6,16.7%,2,1-2,50%,3,1-3,33.3%
,,,,,,,,,,,,,,,王柏智,89,,10,,,,,,,,,,DNP,,,,,,,,,
32,13,2598,〇,1,4,0,3,34,88.2%,2,1,2,2,,林俊吉,90,,11,,1,8,4,5,87.3%,3,2,18.8%,43:18,5,3-5,60%,12,8-12,66.7%,3,2-3,66.7%
10,6,1071,〇,2,2,2,6,15,62.5%,0,0,1,4,,杰倫,91,,12,,0,2,3,7,62.5%,2,1,24.6%,17:51,3,2-3,66.7%,5,2-5,40%,0,0-0,0%
27,17,2450,〇,2,5,1,10,23,37.1%,4,0,4,2,,希克斯,154,,17,,0,5,12,14,41.2%,4,10,36.4%,40:50,14,4-14,28.6%,17,5-17,29.4%,4,4-4,100%
,,,,,,,,,,,,,,,楊盛硯,93,,18,,,,,,,,,,DNP,,,,,,,,,
,,,,,,,,,,,,,,,金德偉,150,,20,,,,,,,,,,DNP,,,,,,,,,
0,14,1637,〇,1,3,0,2,0,0%,0,0,1,1,,錢肯尼,149,,23,,2,0,2,3,0%,0,5,12.4%,27:17,5,0-5,0%,2,0-2,0%,0,0-0,0%
15,-20,2081,,2,1,0,4,17,63.6%,1,0,2,4,,忻沃克,155,Randall Walko,24,,2,2,1,6,65.6%,4,4,16.5%,34:41,8,4-8,50%,3,2-3,66.7%,1,1-1,100%
9,8,2630,〇,2,4,1,9,12,26.7%,1,1,1,2,,李德威,94,,26,,3,2,8,10,28.3%,1,4,17.4%,43:50,5,1-5,20%,10,2-10,20%,2,1-2,50%
,,,,,,,,,,,,,,,吳松蔚,95,,30,,,,,,,,,,DNP,,,,,,,,,
