points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,18,618,,0,3,0,0,4,0%,0,0,0,1,,賴廷恩,40,,0,,2,0,0,0,0%,0,1,4.3%,10:18,1,0-1,0%,0,0-0,0%,0,0-0,0%
6,-12,1198,〇,3,4,0,3,5,33.3%,0,0,1,4,,林書緯,41,,1,,1,2,5,4,33.3%,0,2,27.2%,19:58,2,0-2,0%,7,2-7,28.6%,0,0-0,0%
9,18,1548,,2,2,1,4,8,50%,1,2,0,1,,簡偉儒,42,,2,,0,0,3,4,48.3%,4,1,19.5%,25:48,5,4-5,80%,3,0-3,0%,3,1-3,33.3%
13,-1,1966,〇,3,2,0,1,1,37.5%,1,3,1,2,,張宗憲,43,,3,,1,2,1,2,36.6%,3,10,28%,32:46,13,3-13,23.1%,3,2-3,66.7%,4,1-4,25%
6,8,890,,2,0,1,2,4,33.3%,2,0,1,1,,周桂羽,46,,8,,0,0,1,3,43.6%,2,3,27.3%,14:50,5,2-5,40%,1,0-1,0%,2,2-2,100%
3,6,425,,0,0,0,0,3,75%,0,0,1,1,,郭少傑,47,,9,,0,1,1,1,75%,0,0,12.3%,07:05,0,0-0,0%,2,1-2,50%,0,0-0,0%
0,-15,651,〇,1,0,0,2,-1,0%,0,0,0,1,,林志傑,48,,12,,0,0,1,2,0%,0,1,12.9%,10:51,1,0-1,0%,1,0-1,0%,0,0-0,0%
4,21,988,,0,0,3,2,9,50%,0,0,2,1,,林孟學,49,,13,,0,0,1,4,50%,2,1,10.8%,16:28,3,2-3,66.7%,1,0-1,0%,0,0-0,0%
9,4,1355,,4,2,2,4,12,75%,0,0,1,1,,蔡文誠,50,,14,,0,1,1,5,75%,3,1,19.6%,22:35,4,3-4,75%,2,1-2,50%,0,0-0,0%
0,-6,367,,1,0,0,3,2,0%,0,0,0,0,,曾祥鈞,52,,21,,0,0,0,3,0%,0,0,7.2%,06:07,0,0-0,0%,0,0-0,0%,0,0-0,0%
18,9,2183,〇,3,0,1,10,23,72.2%,5,2,1,3,,塞瑟夫,54,,32,,1,1,1,11,74.5%,5,2,18.1%,36:23,7,5-7,71.4%,2,1-2,50%,7,5-7,71.4%
28,-5,2211,〇,2,3,0,12,37,66.7%,8,4,4,2,,賈西亞,55,,36,,1,0,0,16,69%,10,5,26.7%,36:51,15,10-15,66.7%,0,0-0,0%,12,8-12,66.7%
