points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
11,2,1186,,3,3,0,2,12,66.7%,3,0,1,2,,蕭順議,80,,1,,0,0,0,3,75.1%,4,2,21.5%,19:46,6,4-6,66.7%,0,0-0,0%,3,3-3,100%
0,-11,749,〇,1,1,0,1,-1,0%,0,0,0,1,,林明毅,156,,3,,1,0,2,1,0%,0,1,13.2%,12:29,1,0-1,0%,2,0-2,0%,0,0-0,0%
11,-7,1218,〇,1,1,0,2,7,45.5%,1,1,1,3,,高國豪,84,,4,,1,2,3,3,46.3%,2,4,25.5%,20:18,6,2-6,33.3%,5,2-5,40%,2,1-2,50%
2,2,449,,1,1,0,1,0,25%,0,0,0,0,,宋宇軒,75,,5,,0,0,1,1,25%,1,2,28.3%,07:29,3,1-3,33.3%,1,0-1,0%,0,0-0,0%
13,9,1351,,0,2,0,7,15,50%,0,0,1,3,,陳堅恩,73,,6,,0,3,7,8,50%,2,1,23.4%,22:31,3,2-3,66.7%,10,3-10,30%,0,0-0,0%
8,12,1528,,2,4,0,7,13,43.8%,1,1,1,2,,李家瑞,79,,12,,1,1,3,8,45%,2,2,17.3%,25:28,4,2-4,50%,4,1-4,25%,2,1-2,50%
,,,,,,,,,,,,,,,蔡建宇,81,,13,,,,,,,,,,DNP,,,,,,,,,
13,19,2131,,2,7,0,3,14,50%,2,2,0,4,,田浩,82,,14,,2,3,2,3,50.9%,1,5,16.7%,35:31,6,1-6,16.7%,5,3-5,60%,4,2-4,50%
4,9,1911,〇,0,9,0,5,10,16.7%,0,0,1,5,,成力煥,72,,21,,1,0,3,6,16.7%,2,7,15.4%,31:51,9,2-9,22.2%,3,0-3,0%,0,0-0,0%
37,10,2802,〇,2,2,2,7,47,81%,3,5,9,3,,塔壁,153,,34,,1,0,0,16,75.4%,17,4,22.9%,46:42,21,17-21,81%,0,0-0,0%,8,3-8,37.5%
9,1,509,,2,0,0,0,5,58.3%,2,4,3,2,,容毅燊,78,,52,,2,1,1,3,52.1%,2,2,52.8%,08:29,4,2-4,50%,2,1-2,50%,6,2-6,33.3%
0,-6,566,〇,0,0,0,1,1,0%,0,0,1,0,,吳岱豪,71,,54,,0,0,0,2,0%,0,1,4.4%,09:26,1,0-1,0%,0,0-0,0%,0,0-0,0%
