points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
29,11,2634,〇,3,3,0,7,24,47.6%,9,2,2,2,,塔克,86,,2,,0,2,8,9,56.1%,7,4,28.6%,43:54,11,7-11,63.6%,10,2-10,20%,11,9-11,81.8%
10,11,2668,〇,1,2,0,4,8,32.1%,1,1,3,4,,楊敬敏,87,,6,,1,1,7,7,33.6%,3,3,15.4%,44:28,6,3-6,50%,8,1-8,12.5%,2,1-2,50%
0,-3,352,,1,0,0,0,-1,0%,0,0,0,3,,王柏智,89,,10,,0,0,0,0,0%,0,0,8.5%,05:52,0,0-0,0%,0,0-0,0%,0,0-0,0%
,,,,,,,,,,,,,,,林俊吉,90,,11,,,,,,,,,,DNP,,,,,,,,,
24,11,2235,〇,4,3,1,9,29,43.5%,4,1,5,4,,杰倫,91,,12,,5,0,5,14,47.6%,10,8,33.6%,37:15,18,10-18,55.6%,5,0-5,0%,5,4-5,80%
3,-5,171,,1,0,0,0,2,75%,0,0,1,0,,譚傑龍,92,,13,,0,1,0,1,75%,0,1,63.9%,02:51,1,0-1,0%,1,1-1,100%,0,0-0,0%
0,-5,171,,0,0,0,1,1,0%,0,0,0,1,,楊盛硯,93,,18,,1,0,1,1,0%,0,0,21.3%,02:51,0,0-0,0%,1,0-1,0%,0,0-0,0%
,,,,,,,,,,,,,,,金德偉,150,,20,,,,,,,,,,DNP,,,,,,,,,
6,0,1300,,2,2,0,2,10,100%,0,0,0,5,,錢肯尼,149,,23,,2,0,0,2,100%,3,0,10.1%,21:40,3,3-3,100%,0,0-0,0%,0,0-0,0%
1,8,1726,,2,0,2,7,4,0%,1,1,1,2,,忻沃克,155,Randall Walko,24,,0,0,3,8,10.2%,0,1,10.5%,28:46,1,0-1,0%,3,0-3,0%,2,1-2,50%
16,14,2528,〇,1,1,0,11,21,43.8%,2,0,4,3,,李德威,94,,26,,0,2,2,15,47.4%,4,8,18.1%,42:08,12,4-12,33.3%,4,2-4,50%,2,2-2,100%
3,13,615,〇,0,2,0,0,6,37.5%,0,0,1,1,,吳松蔚,95,,30,,3,1,2,1,37.5%,0,1,17%,10:15,1,0-1,0%,3,1-3,33.3%,0,0-0,0%
