points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
6,-3,664,,1,0,0,0,4,75%,0,0,0,3,,賴廷恩,40,,0,,0,0,1,0,75%,3,0,19.7%,11:04,3,3-3,100%,1,0-1,0%,0,0-0,0%
8,1,1213,,0,2,0,2,10,80%,0,0,0,0,,簡偉儒,42,,2,,0,2,1,2,80%,1,1,10.8%,20:13,2,1-2,50%,3,2-3,66.7%,0,0-0,0%
11,11,2239,〇,7,4,1,3,6,32.4%,0,0,1,2,,張宗憲,43,,3,,5,1,4,4,32.4%,4,8,28.1%,37:19,12,4-12,33.3%,5,1-5,20%,0,0-0,0%
0,0,43,,0,0,0,0,0,0%,0,0,0,0,,周桂羽,46,,8,,0,0,0,0,0%,0,0,0%,00:43,0,0-0,0%,0,0-0,0%,0,0-0,0%
27,-10,1799,〇,3,3,0,5,22,53.3%,11,3,0,0,,林志傑,48,,12,,1,2,4,5,63.8%,5,4,36.1%,29:59,9,5-9,55.6%,6,2-6,33.3%,14,11-14,78.6%
2,-5,1228,,1,1,0,4,8,100%,0,0,1,1,,林孟學,49,,13,,1,0,0,5,100%,1,0,4.3%,20:28,1,1-1,100%,0,0-0,0%,0,0-0,0%
2,16,772,,0,0,1,1,3,33.3%,0,0,1,2,,蔡文誠,50,,14,,0,0,0,2,33.3%,1,2,10.8%,12:52,3,1-3,33.3%,0,0-0,0%,0,0-0,0%
14,-10,2274,〇,3,4,1,10,17,42.9%,2,2,1,3,,辛特力,51,,17,,1,2,3,11,44.4%,3,6,22%,37:54,9,3-9,33.3%,5,2-5,40%,4,2-4,50%
5,8,2050,〇,2,1,0,4,9,66.7%,1,1,2,2,,曾祥鈞,52,,21,,1,0,0,6,64.4%,2,1,7.5%,34:10,3,2-3,66.7%,0,0-0,0%,2,1-2,50%
,,,,,,,,,,,,,,,石博恩,53,,23,,,,,,,,,,DNP,,,,,,,,,
14,1,1767,〇,6,0,1,10,11,62.5%,4,7,2,6,,賈西亞,55,,36,,0,0,0,12,54.5%,5,3,28.2%,29:27,8,5-8,62.5%,0,0-0,0%,11,4-11,36.4%
0,-9,351,,1,1,0,0,-2,0%,0,0,1,0,,曾文鼎,56,,76,,0,0,1,1,0%,0,2,34.7%,05:51,2,0-2,0%,1,0-1,0%,0,0-0,0%
