points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,-6,265,,0,1,0,0,1,0%,0,0,0,0,,賴廷恩,40,,0,,0,0,0,0,0%,0,0,0%,04:25,0,0-0,0%,0,0-0,0%,0,0-0,0%
8,27,1564,,2,5,0,4,14,44.4%,0,0,3,1,,林書緯,41,,1,,2,2,4,7,44.4%,1,2,18.4%,26:04,3,1-3,33.3%,6,2-6,33.3%,0,0-0,0%
2,12,1473,〇,0,6,0,4,8,0%,2,0,0,4,,簡偉儒,42,,2,,3,0,5,4,12.7%,0,2,14.2%,24:33,2,0-2,0%,5,0-5,0%,2,2-2,100%
15,14,1681,〇,5,5,0,1,13,68.2%,0,0,0,1,,張宗憲,43,,3,,2,3,2,1,68.2%,3,3,24.8%,28:01,6,3-6,50%,5,3-5,60%,0,0-0,0%
2,3,334,,0,0,0,0,0,33.3%,0,0,0,1,,張伯維,45,,7,,0,0,0,0,33.3%,1,2,26%,05:34,3,1-3,33.3%,0,0-0,0%,0,0-0,0%
3,10,1035,,0,2,0,1,3,25%,0,0,1,1,,周桂羽,46,,8,,1,1,2,2,25%,0,3,15.3%,17:15,3,0-3,0%,3,1-3,33.3%,0,0-0,0%
7,14,871,,1,0,0,1,5,50%,2,0,1,0,,林孟學,49,,13,,0,1,1,2,59.5%,1,2,21.3%,14:31,3,1-3,33.3%,2,1-2,50%,2,2-2,100%
22,9,2288,〇,3,5,0,5,23,52.6%,2,0,2,1,,辛特力,51,,17,,2,2,6,7,55.3%,7,4,26.1%,38:08,11,7-11,63.6%,8,2-8,25%,2,2-2,100%
13,5,1770,〇,1,2,2,5,18,50%,1,1,2,2,,曾祥鈞,52,,21,,2,0,1,7,50.5%,6,5,20.8%,29:30,11,6-11,54.5%,1,0-1,0%,2,1-2,50%
0,0,130,,0,0,0,3,3,0%,0,0,0,0,,石博恩,53,,23,,0,0,0,3,0%,0,0,0%,02:10,0,0-0,0%,0,0-0,0%,0,0-0,0%
28,22,2619,〇,1,1,1,19,42,70.6%,4,3,1,2,,塞瑟夫,54,,32,,1,0,2,20,69.7%,12,3,21.3%,43:39,15,12-15,80%,2,0-2,0%,7,4-7,57.1%
2,5,370,,0,0,0,1,3,50%,0,0,0,1,,曾文鼎,56,,76,,1,0,1,1,50%,1,0,14.5%,06:10,1,1-1,100%,1,0-1,0%,0,0-0,0%
