points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
2,-1,771,,1,0,0,0,2,50%,0,0,1,1,,蕭順議,80,,1,,1,0,1,1,50%,1,0,11.6%,12:51,1,1-1,100%,1,0-1,0%,0,0-0,0%
7,10,977,,2,0,0,1,6,83.3%,2,0,0,3,,鄭瑋,77,,2,,1,1,0,1,90.2%,1,1,17.1%,16:17,2,1-2,50%,1,1-1,100%,2,2-2,100%
0,-3,973,,2,3,0,2,-2,0%,0,0,1,0,,林明毅,156,,3,,0,0,4,3,0%,0,2,23.3%,16:13,2,0-2,0%,4,0-4,0%,0,0-0,0%
16,-16,1850,〇,3,3,0,5,20,63.6%,2,0,1,3,,高國豪,84,,4,,3,2,2,6,67.3%,4,3,23.1%,30:50,7,4-7,57.1%,4,2-4,50%,2,2-2,100%
2,2,618,,0,1,0,1,2,0%,2,0,0,4,,林力仁,76,,7,,0,0,1,1,34.7%,0,1,13.4%,10:18,1,0-1,0%,1,0-1,0%,2,2-2,100%
4,0,361,,0,0,0,0,0,33.3%,2,2,0,1,,潘冠翰,74,,11,,0,0,1,0,42%,1,1,36.9%,06:01,2,1-2,50%,1,0-1,0%,4,2-4,50%
4,-17,1090,〇,4,2,0,0,-1,33.3%,2,2,1,1,,李家瑞,79,,12,,0,0,1,1,42%,1,1,22.6%,18:10,2,1-2,50%,1,0-1,0%,4,2-4,50%
5,-5,1404,〇,0,4,0,2,7,35.7%,0,0,0,4,,田浩,82,,14,,1,1,3,2,35.7%,1,2,14.2%,23:24,3,1-3,33.3%,4,1-4,25%,0,0-0,0%
7,-7,1735,,2,2,0,3,8,50%,1,0,1,4,,成力煥,72,,21,,0,0,2,4,54.3%,3,1,14%,28:55,4,3-4,75%,2,0-2,0%,1,1-1,100%
17,-10,1984,〇,2,6,0,8,25,50%,4,2,5,1,,雷特,152,,30,,0,1,3,13,54.3%,5,4,24.9%,33:04,9,5-9,55.6%,4,1-4,25%,6,4-6,66.7%
28,-1,2364,〇,2,1,6,14,38,75%,10,8,2,3,,塔壁,153,,34,,0,0,0,16,70.3%,9,3,26.2%,39:24,12,9-12,75%,0,0-0,0%,18,10-18,55.6%
0,-7,273,,0,0,0,0,0,0%,0,0,0,1,,容毅燊,78,,52,,0,0,0,0,0%,0,0,0%,04:33,0,0-0,0%,0,0-0,0%,0,0-0,0%
