points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
0,-4,806,,0,1,0,3,2,0%,0,0,0,1,,蕭順議,80,,1,,0,0,2,3,0%,0,0,6.3%,13:26,0,0-0,0%,2,0-2,0%,0,0-0,0%
0,-3,46,,1,0,0,0,-1,0%,0,0,0,0,,鄭瑋,77,,2,,1,0,0,0,0%,0,1,0%,00:46,1,0-1,0%,0,0-0,0%,0,0-0,0%
7,-9,1380,,1,3,0,1,10,21.4%,4,0,4,0,,林明毅,156,,3,,2,1,4,5,40%,0,2,17.5%,23:00,2,0-2,0%,5,1-5,20%,4,4-4,100%
20,5,2590,〇,1,7,0,5,26,52.9%,2,0,1,3,,高國豪,84,,4,,4,4,4,6,55.9%,3,6,18.1%,43:10,9,3-9,33.3%,8,4-8,50%,2,2-2,100%
11,-12,1903,〇,3,1,0,2,4,50%,0,0,0,4,,陳堅恩,73,,6,,0,3,6,2,50%,1,1,18.6%,31:43,2,1-2,50%,9,3-9,33.3%,0,0-0,0%
0,-3,56,,0,0,0,0,0,0%,0,0,0,0,,李家瑞,79,,12,,0,0,0,0,0%,0,0,0%,00:56,0,0-0,0%,0,0-0,0%,0,0-0,0%
,,,,,,,,,,,,,,,蔡建宇,81,,13,,,,,,,,,,DNP,,,,,,,,,
,,,,,,,,,,,,,,,田浩,82,,14,,,,,,,,,,DNP,,,,,,,,,
16,4,2129,〇,0,4,0,1,15,43.8%,2,0,3,0,,成力煥,72,,21,,1,2,5,4,47.4%,4,5,19.9%,35:29,9,4-9,44.4%,7,2-7,28.6%,2,2-2,100%
22,3,2174,〇,5,4,2,4,23,47.4%,4,0,4,2,,大勝,157,,22,,2,0,1,8,53%,9,9,29.5%,36:14,18,9-18,50%,1,0-1,0%,4,4-4,100%
27,2,2637,〇,7,2,0,13,37,84.6%,5,2,4,4,,塔壁,153,,34,,2,0,0,17,84%,11,2,22.1%,43:57,13,11-13,84.6%,0,0-0,0%,7,5-7,71.4%
2,-13,679,,0,0,0,1,0,25%,0,0,0,2,,容毅燊,78,,52,,0,0,0,1,25%,1,3,15%,11:19,4,1-4,25%,0,0-0,0%,0,0-0,0%
