points,positive,seconds,starter,turnover,ast,blk,reb_d,eff,efgp,ft_m,ft_a,reb_o,pfoul,profile_picture,name_alt,player_id,name,jersey,position,stl,trey_m,trey_a,reb,tsp,two_m,two_a,ugp,mins,two,two_m_two,twop,trey,trey_m_trey,treyp,ft,ft_m_ft,ftp
14,11,1673,〇,1,5,0,2,15,53.8%,0,0,1,2,,賴廷恩,40,,0,,1,2,3,3,53.8%,4,4,21.4%,27:53,8,4-8,50%,5,2-5,40%,0,0-0,0%
13,-6,1841,,3,2,0,2,11,56.3%,4,1,2,4,,簡偉儒,42,,2,,1,3,4,4,63.7%,0,1,18.2%,30:41,1,0-1,0%,7,3-7,42.9%,5,4-5,80%
16,-13,2102,〇,0,3,0,2,8,37.5%,1,3,1,2,,張宗憲,43,,3,,2,1,6,3,36.8%,6,7,25.7%,35:02,13,6-13,46.2%,7,1-7,14.3%,4,1-4,25%
2,0,836,〇,1,0,0,3,1,16.7%,0,0,1,2,,張伯維,45,,7,,1,0,4,4,16.7%,1,1,22.2%,13:56,2,1-2,50%,4,0-4,0%,0,0-0,0%
0,-13,696,,2,1,0,0,0,0%,0,0,1,1,,周桂羽,46,,8,,0,0,0,1,0%,0,0,7.5%,11:36,0,0-0,0%,0,0-0,0%,0,0-0,0%
4,0,486,,1,1,0,0,3,40%,0,0,2,0,,郭少傑,47,,9,,0,0,1,2,40%,2,2,31%,08:06,4,2-4,50%,1,0-1,0%,0,0-0,0%
,,,,,,,,,,,,,,,林孟學,49,,13,,,,,,,,,,DNP,,,,,,,,,
2,0,1006,,2,1,0,5,3,20%,0,0,0,0,,蔡文誠,50,,14,,1,0,0,5,20%,1,4,18.1%,16:46,5,1-5,20%,0,0-0,0%,0,0-0,0%
2,2,740,,0,1,0,3,8,33.3%,0,0,4,1,,曾祥鈞,52,,21,,0,0,0,7,33.3%,1,2,10.3%,12:20,3,1-3,33.3%,0,0-0,0%,0,0-0,0%
12,-7,2488,〇,2,3,0,7,6,22.5%,3,5,7,4,,塞瑟夫,54,,32,,0,1,4,14,25.5%,3,12,25.7%,41:28,15,3-15,20%,5,1-5,20%,8,3-8,37.5%
11,-6,1881,〇,5,1,3,11,19,64.3%,2,2,1,3,,賈西亞,55,,36,,2,1,0,12,62.8%,3,3,18.3%,31:21,6,3-6,50%,1,1-1,100%,4,2-4,50%
0,-3,651,,0,1,3,1,2,0%,0,0,0,1,,曾文鼎,56,,76,,0,0,1,1,0%,0,2,12.4%,10:51,2,0-2,0%,1,0-1,0%,0,0-0,0%
